,distance_function,mask,prealign,preprocess,postprocess,postalign,cam,eer
258,random_subsampling_dist,fingerfocus,huang_fingertip,hist_eq,skeletonize,id,1,0.1821608040201005
259,random_subsampling_dist,fingerfocus,huang_fingertip,hist_eq,skeletonize,id,2,0.20603015075376885
260,random_subsampling_dist,fingerfocus,huang_fingertip,hist_eq,skeletonize,center_of_mass,1,0.23115577889447236
261,random_subsampling_dist,fingerfocus,huang_fingertip,hist_eq,skeletonize,center_of_mass,2,0.2361809045226131
262,random_subsampling_dist,fingerfocus,huang_fingertip,hist_eq,skeletonize,miura_matching,1,0.12688442211055276
263,random_subsampling_dist,fingerfocus,huang_fingertip,hist_eq,skeletonize,miura_matching,2,0.10804020100502512
264,random_subsampling_dist,fingerfocus,translation,id,id,id,1,0.24748743718592964
265,random_subsampling_dist,fingerfocus,translation,id,id,id,2,0.23241206030150752
266,random_subsampling_dist,fingerfocus,translation,id,id,center_of_mass,1,0.3015075376884422
267,random_subsampling_dist,fingerfocus,translation,id,id,center_of_mass,2,0.27638190954773867
268,random_subsampling_dist,fingerfocus,translation,id,id,miura_matching,1,0.1092964824120603
269,random_subsampling_dist,fingerfocus,translation,id,id,miura_matching,2,0.09673366834170855
270,random_subsampling_dist,fingerfocus,translation,id,skeletonize,id,1,0.23743718592964824
271,random_subsampling_dist,fingerfocus,translation,id,skeletonize,id,2,0.2211055276381909
272,random_subsampling_dist,fingerfocus,translation,id,skeletonize,center_of_mass,1,0.2675879396984925
273,random_subsampling_dist,fingerfocus,translation,id,skeletonize,center_of_mass,2,0.25753768844221103
274,random_subsampling_dist,fingerfocus,translation,id,skeletonize,miura_matching,1,0.128140703517588
275,random_subsampling_dist,fingerfocus,translation,id,skeletonize,miura_matching,2,0.10427135678391959
276,random_subsampling_dist,fingerfocus,translation,hist_eq,id,id,1,0.2298994974874372
277,random_subsampling_dist,fingerfocus,translation,hist_eq,id,id,2,0.20854271356783918
278,random_subsampling_dist,fingerfocus,translation,hist_eq,id,center_of_mass,1,0.2776381909547738
279,random_subsampling_dist,fingerfocus,translation,hist_eq,id,center_of_mass,2,0.2814070351758794
280,random_subsampling_dist,fingerfocus,translation,hist_eq,id,miura_matching,1,0.128140703517588
281,random_subsampling_dist,fingerfocus,translation,hist_eq,id,miura_matching,2,0.11306532663316583
282,random_subsampling_dist,fingerfocus,translation,hist_eq,skeletonize,id,1,0.1984924623115578
283,random_subsampling_dist,fingerfocus,translation,hist_eq,skeletonize,id,2,0.17587939698492464
284,random_subsampling_dist,fingerfocus,translation,hist_eq,skeletonize,center_of_mass,1,0.2273869346733668
285,random_subsampling_dist,fingerfocus,translation,hist_eq,skeletonize,center_of_mass,2,0.23618090452261306
286,random_subsampling_dist,fingerfocus,translation,hist_eq,skeletonize,miura_matching,1,0.14195979899497488
287,random_subsampling_dist,fingerfocus,translation,hist_eq,skeletonize,miura_matching,2,0.13442211055276382
288,random_subsampling_dist,edge,id,id,id,id,1,0.26507537688442206
289,random_subsampling_dist,edge,id,id,id,id,2,0.29396984924623115
290,random_subsampling_dist,edge,id,id,id,center_of_mass,1,0.207286432160804
291,random_subsampling_dist,edge,id,id,id,center_of_mass,2,0.22361809045226133
292,random_subsampling_dist,edge,id,id,id,miura_matching,1,0.09296482412060302
293,random_subsampling_dist,edge,id,id,id,miura_matching,2,0.07412060301507538
294,random_subsampling_dist,edge,id,id,skeletonize,id,1,0.2361809045226131
295,random_subsampling_dist,edge,id,id,skeletonize,id,2,0.2550251256281407
296,random_subsampling_dist,edge,id,id,skeletonize,center_of_mass,1,0.18969849246231155
297,random_subsampling_dist,edge,id,id,skeletonize,center_of_mass,2,0.228643216080402
298,random_subsampling_dist,edge,id,id,skeletonize,miura_matching,1,0.10678391959798994
299,random_subsampling_dist,edge,id,id,skeletonize,miura_matching,2,0.0942211055276382
300,random_subsampling_dist,edge,id,hist_eq,id,id,1,0.2600502512562814
301,random_subsampling_dist,edge,id,hist_eq,id,id,2,0.2776381909547739
302,random_subsampling_dist,edge,id,hist_eq,id,center_of_mass,1,0.20351758793969849
303,random_subsampling_dist,edge,id,hist_eq,id,center_of_mass,2,0.22738693467336685
304,random_subsampling_dist,edge,id,hist_eq,id,miura_matching,1,0.10175879396984924
305,random_subsampling_dist,edge,id,hist_eq,id,miura_matching,2,0.09296482412060302
306,random_subsampling_dist,edge,id,hist_eq,skeletonize,id,1,0.22236180904522618
307,random_subsampling_dist,edge,id,hist_eq,skeletonize,id,2,0.21608040201005024
308,random_subsampling_dist,edge,id,hist_eq,skeletonize,center_of_mass,1,0.1670854271356784
309,random_subsampling_dist,edge,id,hist_eq,skeletonize,center_of_mass,2,0.18216080402010051
310,random_subsampling_dist,edge,id,hist_eq,skeletonize,miura_matching,1,0.09170854271356783
311,random_subsampling_dist,edge,id,hist_eq,skeletonize,miura_matching,2,0.09296482412060302
